,direct_fixed,division_fixed,eff_year,award_id,total_funding
2049,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1975,14,3563120
2050,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1976,16,1456678
2051,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1977,20,2052107
2052,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1978,17,4101055
2053,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1979,19,3433178
2054,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1980,18,3044300
2055,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1981,21,7344364
2056,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1982,13,4403553
2057,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1983,18,1539551
2058,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1984,18,3616665
2059,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1985,23,4823199
2060,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1986,27,7119620
2061,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1987,22,7269225
2062,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1988,16,4105986
2063,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1989,20,4678026
2064,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1990,17,5305490
2065,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1991,16,6547266
2066,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1992,20,23190182
2067,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1993,15,11739974
2068,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1994,17,11963711
2069,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1995,18,8726053
2070,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1996,20,11605228
2071,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1997,23,28499117
2072,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1998,9,7507055
2073,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,1999,19,3358755
2074,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2000,17,12167983
2075,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2001,23,31529148
2076,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2002,19,72627391
2077,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2003,5,5173960
2078,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2004,12,18540072
2079,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2005,13,3863703
2080,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2006,10,22080517
2081,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2007,18,47042227
2082,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2008,9,33482519
2083,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2009,7,8667648
2084,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2010,11,34604899
2085,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2011,8,22600096
2086,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2012,12,36469458
2087,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2013,12,6497451
2088,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2014,15,26355864
2089,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2015,15,11199893
2090,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2016,7,19952531
2091,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2017,10,24946293
2092,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2018,6,26903260
2093,"Directorate for Social, Behavioral & Economic Sciences",national center for science and engineering statistics,2019,9,7560869
2094,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1972,1,35000
2095,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1976,21,1316069
2096,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1977,9,1006577
2097,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1978,11,916862
2098,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1979,6,518707
2099,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1980,6,971094
2100,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,1983,15,15
2101,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2004,1,25137245
2102,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2006,1,15057669
2103,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2008,1,214806
2104,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2009,9,1092099
2105,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2010,50,74986789
2106,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2011,59,58418595
2107,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2012,63,16012968
2108,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2013,90,29205946
2109,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2014,88,28361089
2110,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2015,112,36336050
2111,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2016,110,35166421
2112,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2017,139,27385940
2113,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2018,80,21181024
2114,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2019,78,17220587
2115,"Directorate for Social, Behavioral & Economic Sciences",office of multidiscplinary activities,2020,6,720151
2116,National Coordination Office,national coordination office,1996,1,760000
2117,National Coordination Office,national coordination office,1997,2,1114249
2118,National Coordination Office,national coordination office,1998,2,1863656
2119,National Coordination Office,national coordination office,1999,1,460943
2120,National Coordination Office,national coordination office,2000,1,4750000
2121,National Coordination Office,national coordination office,2001,1,452928
2122,National Coordination Office,national coordination office,2003,1,6000000
2123,National Coordination Office,national coordination office,2005,2,22105218
2124,National Coordination Office,national coordination office,2007,1,836852
2125,National Coordination Office,national coordination office,2008,1,919100
2126,National Coordination Office,national coordination office,2009,1,2640
2127,National Coordination Office,national coordination office,2014,1,283787
2128,National Coordination Office,national coordination office,2018,1,917307
2129,National Coordination Office,national coordination office,2019,1,5500
2130,Natl Nanotechnology Coordinating Office,natl nanotechnology coordinating office,2007,1,350000
2131,Natl Nanotechnology Coordinating Office,natl nanotechnology coordinating office,2015,1,444411
2132,Natl Nanotechnology Coordinating Office,natl nanotechnology coordinating office,2017,1,0
2133,Natl Nanotechnology Coordinating Office,natl nanotechnology coordinating office,2018,1,654480
2134,Natl Nanotechnology Coordinating Office,natl nanotechnology coordinating office,2019,1,9000
2135,Office Of Polar Programs,arctic sciences division,2013,2,35261
2136,Office Of Polar Programs,arctic sciences division,2014,1,37863
2137,Office Of The Director,established program to stimulate competitive research (epscor),1993,6,43875896
2138,Office Of The Director,established program to stimulate competitive research (epscor),1995,16,51461158
2139,Office Of The Director,established program to stimulate competitive research (epscor),1996,11,7739512
2140,Office Of The Director,established program to stimulate competitive research (epscor),1997,12,9929967
2141,Office Of The Director,established program to stimulate competitive research (epscor),1998,15,23403490
2142,Office Of The Director,established program to stimulate competitive research (epscor),1999,23,27100065
2143,Office Of The Director,established program to stimulate competitive research (epscor),2000,24,17790265
2144,Office Of The Director,established program to stimulate competitive research (epscor),2001,10,59397073
2145,Office Of The Director,established program to stimulate competitive research (epscor),2002,12,61247817
2146,Office Of The Director,established program to stimulate competitive research (epscor),2003,9,35752537
2147,Office Of The Director,established program to stimulate competitive research (epscor),2004,8,37026768
2148,Office Of The Director,established program to stimulate competitive research (epscor),2005,8,47571115
2149,Office Of The Director,established program to stimulate competitive research (epscor),2006,10,32259895
2150,Office Of The Director,established program to stimulate competitive research (epscor),2007,16,65461056
2151,Office Of The Director,established program to stimulate competitive research (epscor),2008,9,110002388
2152,Office Of The Director,established program to stimulate competitive research (epscor),2009,17,86043253
2153,Office Of The Director,established program to stimulate competitive research (epscor),2010,28,90990046
2154,Office Of The Director,established program to stimulate competitive research (epscor),2011,11,32049684
2155,Office Of The Director,general counsel,2008,1,134718
2156,Office Of The Director,general counsel,2009,1,5100
2157,Office Of The Director,general counsel,2010,1,5000
2158,Office Of The Director,general counsel,2011,2,622500
2159,Office Of The Director,general counsel,2012,1,10500
2160,Office Of The Director,general counsel,2013,1,10000
2161,Office Of The Director,general counsel,2019,1,19862
2162,Office Of The Director,office of diversity and inclusion,1979,4,1441164
2163,Office Of The Director,office of diversity and inclusion,1980,22,1922470
2164,Office Of The Director,office of diversity and inclusion,1981,53,1406615
2165,Office Of The Director,office of diversity and inclusion,1982,5,2455625
2166,Office Of The Director,office of diversity and inclusion,1983,3,373223
2167,Office Of The Director,office of diversity and inclusion,1989,1,38982
2168,Office Of The Director,office of diversity and inclusion,1993,2,75272
2169,Office Of The Director,office of diversity and inclusion,1994,1,25000
2170,Office Of The Director,office of diversity and inclusion,1997,1,87189
2171,Office Of The Director,office of diversity and inclusion,1998,1,99000
2172,Office Of The Director,office of diversity and inclusion,1999,1,85000
2173,Office Of The Director,office of diversity and inclusion,2002,1,190217
2174,Office Of The Director,office of diversity and inclusion,2018,1,101000
2175,Office Of The Director,office of integrative activities,1977,1,3500
2176,Office Of The Director,office of integrative activities,1989,8,265000
2177,Office Of The Director,office of integrative activities,1990,1,83850
2178,Office Of The Director,office of integrative activities,1991,35,18959262
2179,Office Of The Director,office of integrative activities,1992,7,2877850
2180,Office Of The Director,office of integrative activities,1993,12,8427025
2181,Office Of The Director,office of integrative activities,1994,13,11981127
2182,Office Of The Director,office of integrative activities,1995,15,7483479
2183,Office Of The Director,office of integrative activities,1996,13,2618018
2184,Office Of The Director,office of integrative activities,1997,7,2594736
2185,Office Of The Director,office of integrative activities,1998,11,24937449
2186,Office Of The Director,office of integrative activities,1999,6,1385784
2187,Office Of The Director,office of integrative activities,2000,6,517755
2188,Office Of The Director,office of integrative activities,2001,6,991197
2189,Office Of The Director,office of integrative activities,2002,4,2281114
2190,Office Of The Director,office of integrative activities,2003,7,15806641
2191,Office Of The Director,office of integrative activities,2005,4,6846182
2192,Office Of The Director,office of integrative activities,2006,3,978103
2193,Office Of The Director,office of integrative activities,2007,6,1911988
2194,Office Of The Director,office of integrative activities,2008,7,22860534
2195,Office Of The Director,office of integrative activities,2009,7,29535364
2196,Office Of The Director,office of integrative activities,2010,19,63202363
2197,Office Of The Director,office of integrative activities,2011,3,42722081
2198,Office Of The Director,office of integrative activities,2012,12,24822287
2199,Office Of The Director,office of integrative activities,2013,20,144163035
2200,Office Of The Director,office of integrative activities,2014,25,130923388
2201,Office Of The Director,office of integrative activities,2015,12,85043588
2202,Office Of The Director,office of integrative activities,2016,28,115532799
2203,Office Of The Director,office of integrative activities,2017,43,107666750
2204,Office Of The Director,office of integrative activities,2018,52,100256574
2205,Office Of The Director,office of integrative activities,2019,66,76759212
2207,Office Of The Director,office of international science and engineering,1970,2,454805
2208,Office Of The Director,office of international science and engineering,1971,1,254285
2209,Office Of The Director,office of international science and engineering,1972,4,215255
2210,Office Of The Director,office of international science and engineering,1973,11,475548
2211,Office Of The Director,office of international science and engineering,1974,8,261250
2212,Office Of The Director,office of international science and engineering,1975,17,397200
2213,Office Of The Director,office of international science and engineering,1976,25,714450
2214,Office Of The Director,office of international science and engineering,1977,25,627053
2215,Office Of The Director,office of international science and engineering,1978,18,1610958
2216,Office Of The Director,office of international science and engineering,1979,27,1030978
2217,Office Of The Director,office of international science and engineering,1980,54,5657718
2218,Office Of The Director,office of international science and engineering,1981,37,597306
2219,Office Of The Director,office of international science and engineering,1982,57,1638398
2220,Office Of The Director,office of international science and engineering,1983,71,4832190
2221,Office Of The Director,office of international science and engineering,1984,94,2441327
2222,Office Of The Director,office of international science and engineering,1985,82,4863232
2223,Office Of The Director,office of international science and engineering,1986,116,12451930
2224,Office Of The Director,office of international science and engineering,1987,118,2873342
2225,Office Of The Director,office of international science and engineering,1988,115,3195446
2226,Office Of The Director,office of international science and engineering,1989,113,2625102
2227,Office Of The Director,office of international science and engineering,1990,115,8997389
2228,Office Of The Director,office of international science and engineering,1991,111,2787096
2229,Office Of The Director,office of international science and engineering,1992,122,9946955
2230,Office Of The Director,office of international science and engineering,1993,111,159083580
2231,Office Of The Director,office of international science and engineering,1994,104,8701545
2232,Office Of The Director,office of international science and engineering,1995,105,198237694
2233,Office Of The Director,office of international science and engineering,1996,124,4152245
2234,Office Of The Director,office of international science and engineering,1997,122,5566769
2235,Office Of The Director,office of international science and engineering,1998,118,14065854
2236,Office Of The Director,office of international science and engineering,1999,136,4887885
2237,Office Of The Director,office of international science and engineering,2000,112,5510265
2238,Office Of The Director,office of international science and engineering,2001,136,10433032
2239,Office Of The Director,office of international science and engineering,2002,123,6845434
2240,Office Of The Director,office of international science and engineering,2003,126,12314195
2241,Office Of The Director,office of international science and engineering,2004,97,4565207
2242,Office Of The Director,office of international science and engineering,2005,65,19700374
2243,Office Of The Director,office of international science and engineering,2006,61,3333973
2244,Office Of The Director,office of international science and engineering,2007,63,31475097
2245,Office Of The Director,office of international science and engineering,2008,84,8957326
2246,Office Of The Director,office of international science and engineering,2009,103,8498592
2247,Office Of The Director,office of international science and engineering,2010,116,47615253
2248,Office Of The Director,office of international science and engineering,2011,82,13255641
2249,Office Of The Director,office of international science and engineering,2012,72,33962370
2250,Office Of The Director,office of international science and engineering,2013,49,20083477
2251,Office Of The Director,office of international science and engineering,2014,66,68925461
2252,Office Of The Director,office of international science and engineering,2015,65,60352419
2253,Office Of The Director,office of international science and engineering,2016,51,21985217
2254,Office Of The Director,office of international science and engineering,2017,43,42387870
2255,Office Of The Director,office of international science and engineering,2018,42,17006762
2256,Office Of The Director,office of international science and engineering,2019,31,12711093
2258,Office Of The Director,office of internatl science andengineering,1960,1,4012090
2259,Office Of The Director,office of internatl science andengineering,1962,1,90000
2260,Office Of The Director,office of internatl science andengineering,1967,3,11563409
2261,Office Of The Director,office of internatl science andengineering,1969,2,163915
2262,Office Of The Director,office of internatl science andengineering,1970,4,57260
2263,Office Of The Director,office of internatl science andengineering,1971,12,7367185
2264,Office Of The Director,office of internatl science andengineering,1972,38,16081538
2265,Office Of The Director,office of internatl science andengineering,1973,46,8613234
2266,Office Of The Director,office of internatl science andengineering,1974,83,4933530
2267,Office Of The Director,office of internatl science andengineering,1975,98,5923637
2268,Office Of The Director,office of internatl science andengineering,1976,267,6482377
2269,Office Of The Director,office of internatl science andengineering,1977,319,10252646
2270,Office Of The Director,office of internatl science andengineering,1978,241,9037812
2271,Office Of The Director,office of internatl science andengineering,1979,344,11843300
2272,Office Of The Director,office of internatl science andengineering,1980,436,18088803
2273,Office Of The Director,office of internatl science andengineering,1981,368,6125361
2274,Office Of The Director,office of internatl science andengineering,1982,383,10789274
2275,Office Of The Director,office of internatl science andengineering,1983,419,9900096
2276,Office Of The Director,office of internatl science andengineering,1984,550,14250966
2277,Office Of The Director,office of internatl science andengineering,1985,597,8427776
2278,Office Of The Director,office of internatl science andengineering,1986,506,9118225
2279,Office Of The Director,office of internatl science andengineering,1987,440,12490886
2280,Office Of The Director,office of internatl science andengineering,1988,447,10396445
2281,Office Of The Director,office of internatl science andengineering,1989,546,10467700
2282,Office Of The Director,office of internatl science andengineering,1990,513,14440004
2283,Office Of The Director,office of internatl science andengineering,1991,534,11403799
2284,Office Of The Director,office of internatl science andengineering,1992,584,9722121
2285,Office Of The Director,office of internatl science andengineering,1993,348,8939229
2286,Office Of The Director,office of internatl science andengineering,1994,351,8508082
2287,Office Of The Director,office of internatl science andengineering,1995,316,10458831
2288,Office Of The Director,office of internatl science andengineering,1996,320,7656014
2289,Office Of The Director,office of internatl science andengineering,1997,313,7659678
2290,Office Of The Director,office of internatl science andengineering,1998,296,14199707
2291,Office Of The Director,office of internatl science andengineering,1999,247,6699064
2292,Office Of The Director,office of internatl science andengineering,2000,233,9505804
2293,Office Of The Director,office of internatl science andengineering,2001,226,6517938
2294,Office Of The Director,office of internatl science andengineering,2002,216,8343700
2295,Office Of The Director,office of internatl science andengineering,2003,306,11993866
2296,Office Of The Director,office of internatl science andengineering,2004,323,8658397
2297,Office Of The Director,office of internatl science andengineering,2005,269,16906106
2298,Office Of The Director,office of internatl science andengineering,2006,251,11065963
2299,Office Of The Director,office of internatl science andengineering,2007,276,24588277
2300,Office Of The Director,office of internatl science andengineering,2008,79,4714221
2301,Office Of The Director,office of internatl science andengineering,2009,274,6770952
2302,Office Of The Director,office of internatl science andengineering,2010,87,3745732
2303,Office Of The Director,office of internatl science andengineering,2011,47,2044630
2304,Office Of The Director,office of internatl science andengineering,2012,24,1244730
2305,Office Of The Director,office of internatl science andengineering,2013,8,700728
2306,Office Of The Director,office of internatl science andengineering,2014,15,807714
2307,Office Of The Director,office of internatl science andengineering,2015,8,1214366
2308,Office Of The Director,office of internatl science andengineering,2016,3,249588
2309,Office Of The Director,office of internatl science andengineering,2017,6,558692
2310,Office Of The Director,office of legislative and public affairs,1985,3,1912999
2311,Office Of The Director,office of legislative and public affairs,1986,2,174781
2312,Office Of The Director,office of legislative and public affairs,1987,5,593982
2313,Office Of The Director,office of legislative and public affairs,1988,3,138246
2314,Office Of The Director,office of legislative and public affairs,1989,3,353334
2315,Office Of The Director,office of legislative and public affairs,1990,6,660513
2316,Office Of The Director,office of legislative and public affairs,1991,3,5230462
2317,Office Of The Director,office of legislative and public affairs,1992,2,100000
2318,Office Of The Director,office of legislative and public affairs,1994,1,1114606
2319,Office Of The Director,office of legislative and public affairs,1995,2,178535
2320,Office Of The Director,office of legislative and public affairs,1997,2,5925486
2321,Office Of The Director,office of legislative and public affairs,1998,1,1300000
2322,Office Of The Director,office of legislative and public affairs,1999,2,1697799
2323,Office Of The Director,office of legislative and public affairs,2002,1,71000
2324,Office Of The Director,office of legislative and public affairs,2005,1,1075000
2325,Office Of The Director,office of legislative and public affairs,2006,1,239370
2326,Office Of The Director,office of legislative and public affairs,2007,2,7999539
2327,Office Of The Director,office of legislative and public affairs,2008,3,1199263
2328,Office Of The Director,office of legislative and public affairs,2010,1,20715807
2329,Office Of The Director,office of legislative and public affairs,2015,1,15113729
2330,Office Of The Director,office of legislative and public affairs,2019,1,22833
2331,Office Of The Director,office of planning and assessment,1966,1,6600000
2332,Office Of The Director,office of planning and assessment,1967,2,6322000
2333,Office Of The Director,office of planning and assessment,1968,2,11987000
2334,Office Of The Director,office of planning and assessment,1969,2,6660000
2335,Office Of The Director,office of planning and assessment,1970,7,3884480
2336,Office Of The Director,office of planning and assessment,1971,7,1521200
2337,Office Of The Director,office of planning and assessment,1972,11,4149296
2338,Office Of The Director,office of planning and assessment,1973,15,14276571
2339,Office Of The Director,office of planning and assessment,1974,50,4994408
2340,Office Of The Director,office of planning and assessment,1975,71,7669499
2341,Office Of The Director,office of planning and assessment,1976,28,2575267
2342,Office Of The Director,office of planning and assessment,1977,12,944449
2343,Office Of The Director,office of planning and assessment,1978,28,3840914
2344,Office Of The Director,office of planning and assessment,1979,26,3599645
2345,Office Of The Director,office of planning and assessment,1980,26,3546503
2346,Office Of The Director,office of planning and assessment,1981,34,5869943
2347,Office Of The Director,office of planning and assessment,1982,21,4752797
2348,Office Of The Director,office of planning and assessment,1983,29,2407190
2349,Office Of The Director,office of planning and assessment,1984,47,4581505
2350,Office Of The Director,office of planning and assessment,1985,32,3222700
2351,Office Of The Director,office of planning and assessment,1986,19,2111503
2352,Office Of The Director,office of planning and assessment,1987,7,2450659
2353,Office Of The Director,office of planning and assessment,1989,2,48923
2354,Office Of The Director,office of planning and assessment,1990,1,254000
2357,Office Of The Director,office of polar programs,1972,1,23000
2358,Office Of The Director,office of polar programs,1974,2,3123743
2359,Office Of The Director,office of polar programs,1975,12,3336630
2360,Office Of The Director,office of polar programs,1976,83,6424113
2361,Office Of The Director,office of polar programs,1977,102,18632329
2362,Office Of The Director,office of polar programs,1978,110,12801546
2363,Office Of The Director,office of polar programs,1979,92,9170150
2364,Office Of The Director,office of polar programs,1980,73,9984640
2365,Office Of The Director,office of polar programs,1981,105,14253214
2366,Office Of The Director,office of polar programs,1982,92,11304509
2367,Office Of The Director,office of polar programs,1983,105,21516600
2368,Office Of The Director,office of polar programs,1984,105,20851437
2369,Office Of The Director,office of polar programs,1985,93,19952598
2370,Office Of The Director,office of polar programs,1986,104,25093155
2371,Office Of The Director,office of polar programs,1987,101,14434031
2372,Office Of The Director,office of polar programs,1988,121,44040081
2373,Office Of The Director,office of polar programs,1989,148,32741342
2374,Office Of The Director,office of polar programs,1990,145,30501309
2375,Office Of The Director,office of polar programs,1991,96,23676634
2376,Office Of The Director,office of polar programs,1992,128,26984033
2377,Office Of The Director,office of polar programs,1993,136,25667247
2378,Office Of The Director,office of polar programs,1994,126,24284816
2379,Office Of The Director,office of polar programs,1995,88,16667927
2380,Office Of The Director,office of polar programs,1996,11,6069333
2381,Office Of The Director,office of polar programs,1997,3,344819
2382,Office Of The Director,office of polar programs,2000,2,230140
2383,Office Of The Director,office of science and technology infrastructure,1998,1,75000
2384,Office Of The Director,office of the director,1967,1,0
2385,Office Of The Director,office of the director,1994,1,100000
2386,Office Of The Director,office of the director,1997,2,190000
2387,Office Of The Director,office of the director,1998,1,171529
2388,Office Of The Director,office of the director,2017,1,114355
2389,Office Of The Director,prm,1974,2,248752
2390,Office Of The Director,prm,1976,2,22070
2391,Office Of The Director,prm,1977,5,287418
2392,Office Of The Director,prm,1978,8,236322
2393,Office Of The Director,prm,1979,19,7809040
2394,Office Of The Director,prm,1980,30,550482
2395,Office Of The Director,prm,1981,11,300553
2396,Office Of The Director,prm,1982,26,809914
2397,Office Of The Director,prm,1983,2,73989
2398,"Office of Budget, Finance, & Award Management",budget division,1988,1,49819
2399,"Office of Budget, Finance, & Award Management",budget division,2019,1,7000
2400,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2002,1,2000
2401,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2003,1,0
2402,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2005,1,166466
2403,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2006,2,738498
2404,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2008,2,107581
2405,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2009,3,111253
2406,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2010,6,1931438
2407,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2011,1,269919
2408,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2014,1,1617842
2409,"Office of Budget, Finance, & Award Management",division of acquisition and cooperative support,2016,1,10000
2410,"Office of Budget, Finance, & Award Management",division of financial management,1973,1,25491
2411,"Office of Budget, Finance, & Award Management",division of financial management,1976,2,66685
2412,"Office of Budget, Finance, & Award Management",division of financial management,1978,1,114000
2413,"Office of Budget, Finance, & Award Management",division of financial management,1980,5,233038
2414,"Office of Budget, Finance, & Award Management",division of financial management,1981,1,4671
2415,"Office of Budget, Finance, & Award Management",division of financial management,1982,1,16000
2416,"Office of Budget, Finance, & Award Management",division of financial management,2002,1,5000
2417,"Office of Budget, Finance, & Award Management",division of financial management,2005,1,67123
2418,"Office of Budget, Finance, & Award Management",division of financial management,2006,2,111333
2419,"Office of Budget, Finance, & Award Management",division of financial management,2007,2,195178
2420,"Office of Budget, Finance, & Award Management",division of financial management,2008,4,207834
2421,"Office of Budget, Finance, & Award Management",division of financial management,2009,3,262743
2422,"Office of Budget, Finance, & Award Management",division of financial management,2010,3,253850
2423,"Office of Budget, Finance, & Award Management",division of financial management,2011,3,265330
2424,"Office of Budget, Finance, & Award Management",division of financial management,2012,1,200482
2425,"Office of Budget, Finance, & Award Management",division of financial management,2013,2,548856
2426,"Office of Budget, Finance, & Award Management",division of financial management,2014,1,139094
2427,"Office of Budget, Finance, & Award Management",division of financial management,2015,2,351012
2428,"Office of Budget, Finance, & Award Management",division of financial management,2016,2,409974
2429,"Office of Budget, Finance, & Award Management",division of grants and agreements,1965,3,7265430
2430,"Office of Budget, Finance, & Award Management",division of grants and agreements,1967,9,1131105
2431,"Office of Budget, Finance, & Award Management",division of grants and agreements,1968,65,2675325
2432,"Office of Budget, Finance, & Award Management",division of grants and agreements,1969,33,965684
2433,"Office of Budget, Finance, & Award Management",division of grants and agreements,1970,35,247060
2434,"Office of Budget, Finance, & Award Management",division of grants and agreements,1971,27,241702
2435,"Office of Budget, Finance, & Award Management",division of grants and agreements,1972,3,26662
2436,"Office of Budget, Finance, & Award Management",division of grants and agreements,1973,20,61650
2437,"Office of Budget, Finance, & Award Management",division of grants and agreements,2008,1,0
2438,"Office of Budget, Finance, & Award Management",division of institution and award support,2005,3,591660
2439,"Office of Budget, Finance, & Award Management",division of institution and award support,2006,1,452680
2440,"Office of Budget, Finance, & Award Management",division of institution and award support,2007,2,566307
2441,"Office of Budget, Finance, & Award Management",division of institution and award support,2008,2,580099
2442,"Office of Budget, Finance, & Award Management",division of institution and award support,2009,3,1394434
2443,"Office of Budget, Finance, & Award Management",division of institution and award support,2010,2,965597
2444,"Office of Budget, Finance, & Award Management",division of institution and award support,2011,1,24630
2445,"Office of Budget, Finance, & Award Management",division of institution and award support,2012,3,906686
2446,"Office of Budget, Finance, & Award Management",division of institution and award support,2013,2,397703
2447,"Office of Budget, Finance, & Award Management",division of institution and award support,2014,3,1047534
2448,"Office of Budget, Finance, & Award Management",division of institution and award support,2015,2,494874
2449,"Office of Budget, Finance, & Award Management",division of institution and award support,2016,2,480037
2450,"Office of Budget, Finance, & Award Management",division of institution and award support,2017,1,153000
2451,"Office of Budget, Finance, & Award Management",division of institution and award support,2018,3,208200
2452,"Office of Budget, Finance, & Award Management",large facilities office,2016,1,4050
2453,"Office of Budget, Finance, & Award Management",large facilities office,2018,1,498800
2454,"Office of Budget, Finance, & Award Management",large facilities office,2019,3,872998
2455,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",1994,1,11800
2456,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",1995,1,13700
2457,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",1996,1,12900
2458,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",1997,1,13184
2459,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",1998,1,11776
2460,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",1999,2,63816
2461,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2000,2,44816
2462,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2001,1,17768
2463,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2002,1,15456
2464,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2003,1,17352
2465,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2004,1,17416
2466,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2005,2,29128
2467,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2006,1,100000
2468,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2007,3,81000
